375,0,150,0,1145,694,0,0,7,31.365
375,0,150,1,0,694,948,0,7,25.265
375,0,157.5,0,1145,675,0,0,7,27.591
375,0,157.5,1,0,675,948,0,7,22.338
375,0,168.75,0,1145,646,0,0,7,25.51
375,0,168.75,1,0,646,948,0,7,19.615
375,0,150,2,0,694,1031,0,7,21.328
375,0,157.5,2,0,675,1031,0,7,16.881
375,0,168.75,2,0,646,1031,0,7,14.158
375,0,150,2,1030.7,694.2,103.1,0,28,40.01
375,0,150,2,916.2,694.2,206.2,0,28,36.732
375,0,150,2,801.7,694.2,309.4,0,28,30.54
375,0,150,1,916.2,694.2,189.6,0,28,38.191
375,0,150,1,687.2,694.2,379.1,0,28,37.037
375,0,150,1,458.1,694.2,568.7,0,28,33.212
375,0,150,1,0,694.2,947.8,0,28,36.248
300,0,110.4,0,1076,1048.2,0,0,7,34.654
300,0,110.4,0,1076,1048.2,0,0,28,41.138
300,0,110.4,2,754.4,1048.2,301.3,0,7,31.146
300,0,110.4,2,754.4,1048.2,301.3,0,28,36.78
300,0,110.4,2,647.2,1048.2,401.8,0,7,27.638
300,0,110.4,2,647.2,1048.2,401.8,0,28,31.252
350,0,130,0,962.5,787.5,0,0,7,23.572
350,0,130,0,962.5,787.5,0,0,28,41.64
350,0,130,0,962.5,787.5,0,0,91,47.143
350,0,126,2,481.3,787.5,481.3,0,7,19.995
350,0,126,2,481.3,787.5,481.3,0,28,31.642
350,0,126,2,481.3,787.5,481.3,0,91,43.475
350,0,124,2,0,787.5,962.5,0,7,22.013
350,0,124,2,0,787.5,962.5,0,28,27.882
350,0,124,2,0,787.5,962.5,0,91,34.211
350,0,140,2,962.5,393.8,0,393.8,7,25.956
350,0,140,2,962.5,393.8,0,393.8,28,37.879
350,0,140,2,962.5,393.8,0,393.8,91,48.06
350,0,138,2,962.5,0,0,787.5,7,29.717
350,0,138,2,962.5,0,0,787.5,28,35.77
350,0,138,2,962.5,0,0,787.5,91,42.742
350,0,142,2,481.3,393.8,481.3,393.8,7,26.048
350,0,142,2,481.3,393.8,481.3,393.8,28,32.743
350,0,142,2,481.3,393.8,481.3,393.8,91,36.962
350,0,145,2,0,0,962.5,787.5,7,25.315
350,0,145,2,0,0,962.5,787.5,28,26.507
350,0,145,2,0,0,962.5,787.5,91,32.469
350,0,130,0,962.5,787.5,0,0,7,24.478
350,0,130,0,962.5,787.5,0,0,28,43.152
350,0,130,0,962.5,787.5,0,0,91,48.746
350,0,145,2,481.3,393.8,481.3,393.8,7,26.716
350,0,145,2,481.3,393.8,481.3,393.8,28,33.92
350,0,145,2,481.3,393.8,481.3,393.8,91,37.977
297.5,52.5,159,2,481.3,393.8,481.3,393.8,7,18.254
297.5,52.5,159,2,481.3,393.8,481.3,393.8,28,31.822
297.5,52.5,159,2,481.3,393.8,481.3,393.8,91,36.788
245,105,164,2,481.3,393.8,481.3,393.8,7,14.407
245,105,164,2,481.3,393.8,481.3,393.8,28,28.604
245,105,164,2,481.3,393.8,481.3,393.8,91,33.361
200,0,210.78,0,1122,918,0,0,7,15.562
200,0,210.78,0,1122,918,0,0,28,17.773
200,0,212.14,1,1010,908,101,0,7,16.615
200,0,212.14,1,1010,908,101,0,28,19.825
200,0,211.48,1,792,890,296,0,7,14.404
200,0,211.48,1,792,890,296,0,28,19.102
200,0,209.6,1,480,864,576,0,7,13.83
200,0,209.6,1,480,864,576,0,28,16.7
144,0,60.2,0,944,1302,0,0,7,19.778
144,0,60.2,0,944,1302,0,0,28,25.227
144,0,60.2,0,944,1302,0,0,90,27.178
144,0,60.2,0,944,1302,0,0,180,30.071
144,0,60.6,1,696,1281,232,0,7,19.106
144,0,60.6,1,696,1281,232,0,28,23.949
144,0,60.6,1,696,1281,232,0,90,26.303
144,0,60.6,1,696,1281,232,0,180,28.995
144,0,67.1,1,456,1261,457,0,7,18.904
144,0,67.1,1,456,1261,457,0,28,22.469
144,0,67.1,1,456,1261,457,0,90,24.689
144,0,67.1,1,456,1261,457,0,180,27.246
143,0,67.5,1,224,1235,671,0,7,18.769
143,0,67.5,1,224,1235,671,0,28,21.191
143,0,67.5,1,224,1235,671,0,90,22.603
143,0,67.5,1,224,1235,671,0,180,25.026
142,0,68.6,1,0,1219,882,0,7,15.54
142,0,68.6,1,0,1219,882,0,28,18.299
142,0,68.6,1,0,1219,882,0,90,18.769
142,0,68.6,1,0,1219,882,0,180,20.788
197,0,83,0,924,1276,0,0,7,27.313
197,0,83,0,924,1276,0,0,28,34.242
197,0,83,0,924,1276,0,0,90,36.663
197,0,83,0,924,1276,0,0,180,40.768
197,0,83.3,1,684,1258,228,0,7,26.303
197,0,83.3,1,684,1258,228,0,28,31.349
197,0,83.3,1,684,1258,228,0,90,35.049
197,0,83.3,1,684,1258,228,0,180,38.817
196,0,92,1,446,1229,445,0,7,26.102
196,0,92,1,446,1229,445,0,28,29.802
196,0,92,1,446,1229,445,0,90,32.964
196,0,92,1,446,1229,445,0,180,36.597
196,0,93,1,220,1212,658,0,7,24.689
196,0,93,1,220,1212,658,0,28,28.053
196,0,93,1,220,1212,658,0,90,31.551
196,0,93,1,220,1212,658,0,180,35.049
195,0,98.5,1,0,1187,860,0,7,22.484
195,0,98.5,1,0,1187,860,0,28,22.94
195,0,98.5,1,0,1187,860,0,90,25.496
195,0,98.5,1,0,1187,860,0,180,28.86
249,0,105.4,0,892,1233,0,0,7,36.193
249,0,105.4,0,892,1233,0,0,28,40.969
249,0,105.4,0,892,1233,0,0,90,46.957
249,0,105.4,0,892,1233,0,0,180,52.674
249,0,108.5,1,660,1214,220,0,7,31.215
